"","1","2"
"1",0.684974421523807,0.315025578476193
"2",0.472520830440848,0.527479169559152
"3",0.408970166812952,0.591029833187047
"4",0.530256347768527,0.469743652231473
"5",0.526269846093508,0.473730153906492
"6",0.324937993417238,0.675062006582762
"7",0.46704140510534,0.53295859489466
"8",0.406704046682386,0.593295953317614
"9",0.630004979100709,0.369995020899291
"10",0.538660168569512,0.461339831430488
"11",0.304977289063227,0.695022710936773
"12",0.624131141503777,0.375868858496223
"13",0.37149248552218,0.62850751447782
"14",0.621376735181741,0.378623264818259
"15",0.511251527713681,0.488748472286319
"16",0.503530616897678,0.496469383102322
"17",0.686291585856415,0.313708414143585
"18",0.416766991098837,0.583233008901163
"19",0.401758043064726,0.598241956935274
"20",0.602764765372081,0.397235234627919
"21",0.638902048883444,0.361097951116556
"22",0.30752117537392,0.69247882462608
"23",0.530870000886923,0.469129999113077
"24",0.604987938221191,0.395012061778809
"25",0.281772870144238,0.718227129855762
"26",0.51291510935693,0.48708489064307
"27",0.397139854289263,0.602860145710737
"28",0.475964501197759,0.524035498802241
"29",0.186970894387974,0.813029105612026
"30",0.651746262896946,0.348253737103054
"31",0.351164242600308,0.648835757399692
"32",0.556951974426091,0.443048025573909
"33",0.632254858234003,0.367745141765997
"34",0.46084869675535,0.539151303244651
"35",0.400860852431569,0.599139147568431
"36",0.590270085768949,0.409729914231051
"37",0.348372708462864,0.651627291537136
"38",0.537260490803435,0.462739509196565
"39",0.540962238425253,0.459037761574747
"40",0.59567498747339,0.40432501252661
"41",0.622082819540094,0.377917180459906
"42",0.418566773534742,0.581433226465258
"43",0.527850917945671,0.472149082054329
"44",0.372905331698662,0.627094668301338
"45",0.175402420796777,0.824597579203223
"46",0.226794562948525,0.773205437051475
"47",0.338895248066312,0.661104751933688
"48",0.398389824913994,0.601610175086006
"49",0.343137768235907,0.656862231764093
"50",0.514518701718749,0.485481298281251
"51",0.238863157600121,0.761136842399879
"52",0.385868952720814,0.614131047279186
"53",0.595788281991603,0.404211718008397
"54",0.544828587455729,0.455171412544271
"55",0.735968362154605,0.264031637845395
"56",0.210465630379684,0.789534369620316
"57",0.429665250503972,0.570334749496028
"58",0.268170760740795,0.731829239259206
"59",0.44367781655864,0.55632218344136
"60",0.337797626599671,0.662202373400329
"61",0.444854033871535,0.555145966128465
"62",0.637081906029041,0.362918093970959
"63",0.35087232943937,0.64912767056063
"64",0.357915405269632,0.642084594730368
"65",0.229012838768593,0.770987161231407
"66",0.333083424512997,0.666916575487003
"67",0.468416325858529,0.531583674141471
"68",0.281616729428164,0.718383270571836
"69",0.363470049780809,0.636529950219191
"70",0.350026749231618,0.649973250768382
"71",0.445731004735038,0.554268995264962
"72",0.333760643302165,0.666239356697835
"73",0.390629737455172,0.609370262544828
"74",0.231191503306765,0.768808496693235
"75",0.510326596920703,0.489673403079297
"76",0.667133716696499,0.3328662833035
"77",0.541156327568953,0.458843672431047
"78",0.111820126965229,0.888179873034771
"79",0.297040054994802,0.702959945005198
"80",0.399034545996044,0.600965454003956
"81",0.259038885843098,0.740961114156902
"82",0.513039031713737,0.486960968286263
"83",0.290366458176847,0.709633541823152
"84",0.710884401295946,0.289115598704054
"85",0.545701571780343,0.454298428219657
"86",0.178298073958491,0.821701926041509
"87",0.349462713911938,0.650537286088062
"88",0.227062597618808,0.772937402381192
"89",0.382645215080234,0.617354784919766
"90",0.260522813770659,0.739477186229341
"91",0.506308783090064,0.493691216909936
"92",0.316180907108501,0.683819092891499
"93",0.254288245196781,0.745711754803219
"94",0.383759364469149,0.616240635530851
"95",0.384052058993342,0.615947941006658
"96",0.449670341354394,0.550329658645606
"97",0.327466000005621,0.672533999994379
"98",0.274362679616698,0.725637320383302
"99",0.303905342542065,0.696094657457935
"100",0.490925265896212,0.509074734103788
"101",0.39686365346328,0.60313634653672
"102",0.212402984929393,0.787597015070607
"103",0.235080206568423,0.764919793431577
"104",0.359473707355473,0.640526292644527
"105",0.364633332571979,0.635366667428021
"106",0.424127009497223,0.575872990502777
"107",0.548411257874077,0.451588742125923
"108",0.247269743943072,0.752730256056928
"109",0.370396728345846,0.629603271654154
"110",0.309812567237844,0.690187432762156
"111",0.526903210550562,0.473096789449438
"112",0.728314840622773,0.271685159377227
"113",0.275200962634097,0.724799037365903
"114",0.530842950459749,0.469157049540251
"115",0.217707612766409,0.782292387233591
"116",0.519682210905157,0.480317789094843
"117",0.554691904724833,0.445308095275167
"118",0.27569754998296,0.72430245001704
